,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day
43398,2020-09-04,Romania,Northern Ireland,1.0,1.0,UEFA,Bucharest,Romania,False,2020,9,4
43399,2020-09-04,Scotland,Israel,1.0,1.0,UEFA,Glasgow,Scotland,False,2020,9,4
43400,2020-09-04,Slovakia,Czech Republic,1.0,3.0,UEFA,Bratislava,Slovakia,False,2020,9,4
43401,2020-09-04,Lithuania,Kazakhstan,0.0,2.0,UEFA,Vilnius,Lithuania,False,2020,9,4
43402,2020-09-04,Belarus,Albania,0.0,2.0,UEFA,Minsk,Belarus,False,2020,9,4
43403,2020-09-05,Iceland,England,0.0,1.0,UEFA,Reykjavík,Iceland,False,2020,9,5
43404,2020-09-05,Denmark,Belgium,0.0,2.0,UEFA,Copenhagen,Denmark,False,2020,9,5
43405,2020-09-05,Portugal,Croatia,4.0,1.0,UEFA,Porto,Portugal,False,2020,9,5
43406,2020-09-05,Sweden,France,0.0,1.0,UEFA,Stockholm,Sweden,False,2020,9,5
43407,2020-09-05,Cyprus,Montenegro,0.0,2.0,UEFA,Nicosia,Cyprus,False,2020,9,5
43408,2020-09-05,Azerbaijan,Luxembourg,1.0,2.0,UEFA,Baku,Azerbaijan,False,2020,9,5
43409,2020-09-05,North Macedonia,Armenia,2.0,1.0,UEFA,Skopje,North Macedonia,False,2020,9,5
43410,2020-09-05,Estonia,Georgia,0.0,1.0,UEFA,Tallinn,Estonia,False,2020,9,5
43411,2020-09-05,Gibraltar,San Marino,1.0,0.0,UEFA,Gibraltar,Gibraltar,False,2020,9,5
43412,2020-09-06,Spain,Ukraine,4.0,0.0,UEFA,Madrid,Spain,False,2020,9,6
43413,2020-09-06,Switzerland,Germany,1.0,1.0,UEFA,Basel,Switzerland,False,2020,9,6
43414,2020-09-06,Hungary,Russia,2.0,3.0,UEFA,Budapest,Hungary,False,2020,9,6
43415,2020-09-06,Serbia,Turkey,0.0,0.0,UEFA,Belgrade,Serbia,False,2020,9,6
43416,2020-09-06,Wales,Bulgaria,1.0,0.0,UEFA,Cardiff,Wales,False,2020,9,6
43417,2020-09-06,Republic of Ireland,Finland,0.0,1.0,UEFA,Dublin,Republic of Ireland,False,2020,9,6
43418,2020-09-06,Slovenia,Moldova,1.0,0.0,UEFA,Ljubljana,Slovenia,False,2020,9,6
43419,2020-09-06,Kosovo,Greece,1.0,2.0,UEFA,Pristina,Kosovo,False,2020,9,6
43420,2020-09-06,Andorra,Faroe Islands,0.0,1.0,UEFA,Andorra la Vella,Andorra,False,2020,9,6
43421,2020-09-06,Malta,Latvia,1.0,1.0,UEFA,Attard,Malta,False,2020,9,6
43422,2020-09-07,Bosnia and Herzegovina,Poland,1.0,2.0,UEFA,Zenica,Bosnia and Herzegovina,False,2020,9,7
43423,2020-09-07,Netherlands,Italy,0.0,1.0,UEFA,Amsterdam,Netherlands,False,2020,9,7
43424,2020-09-07,Northern Ireland,Norway,1.0,5.0,UEFA,Belfast,Northern Ireland,False,2020,9,7
43425,2020-09-07,Austria,Romania,2.0,3.0,UEFA,Klagenfurt,Austria,False,2020,9,7
43426,2020-09-07,Czech Republic,Scotland,1.0,2.0,UEFA,Olomouc,Czech Republic,False,2020,9,7
43427,2020-09-07,Israel,Slovakia,1.0,1.0,UEFA,Netanya,Israel,False,2020,9,7
43428,2020-09-07,Kazakhstan,Belarus,1.0,2.0,UEFA,Almaty,Kazakhstan,False,2020,9,7
43429,2020-09-07,Albania,Lithuania,0.0,1.0,UEFA,Tirana,Albania,False,2020,9,7
43430,2020-09-08,Belgium,Iceland,5.0,1.0,UEFA,Brussels,Belgium,False,2020,9,8
43431,2020-09-08,Denmark,England,0.0,0.0,UEFA,Copenhagen,Denmark,False,2020,9,8
43432,2020-09-08,France,Croatia,4.0,2.0,UEFA,Paris,France,False,2020,9,8
43433,2020-09-08,Sweden,Portugal,0.0,2.0,UEFA,Stockholm,Sweden,False,2020,9,8
43434,2020-09-08,Luxembourg,Montenegro,0.0,1.0,UEFA,Luxembourg,Luxembourg,False,2020,9,8
43435,2020-09-08,Cyprus,Azerbaijan,0.0,1.0,UEFA,Nicosia,Cyprus,False,2020,9,8
43436,2020-09-08,Armenia,Estonia,2.0,0.0,UEFA,Yerevan,Armenia,False,2020,9,8
43437,2020-09-08,Georgia,North Macedonia,1.0,1.0,UEFA,Tbilisi,Georgia,False,2020,9,8
43438,2020-09-08,San Marino,Liechtenstein,0.0,2.0,UEFA,Rimini,Italy,True,2020,9,8
43484,2020-10-10,Spain,Switzerland,1.0,0.0,UEFA,Madrid,Spain,False,2020,10,10
43485,2020-10-10,Ukraine,Germany,1.0,2.0,UEFA,Kyiv,Ukraine,False,2020,10,10
43486,2020-10-10,Luxembourg,Cyprus,2.0,0.0,UEFA,Luxembourg,Luxembourg,False,2020,10,10
43487,2020-10-10,Montenegro,Azerbaijan,2.0,0.0,UEFA,Podgorica,Montenegro,False,2020,10,10
43488,2020-10-10,Faroe Islands,Latvia,1.0,1.0,UEFA,Tórshavn,Faroe Islands,False,2020,10,10
43489,2020-10-10,Andorra,Malta,0.0,0.0,UEFA,Andorra la Vella,Andorra,False,2020,10,10
43490,2020-10-10,Liechtenstein,Gibraltar,0.0,1.0,UEFA,Vaduz,Liechtenstein,False,2020,10,10
43495,2020-10-11,Bosnia and Herzegovina,Netherlands,0.0,0.0,UEFA,Zenica,Bosnia and Herzegovina,False,2020,10,11
43496,2020-10-11,Poland,Italy,0.0,0.0,UEFA,Gdańsk,Poland,False,2020,10,11
43497,2020-10-11,England,Belgium,2.0,1.0,UEFA,London,England,False,2020,10,11
43498,2020-10-11,Iceland,Denmark,0.0,3.0,UEFA,Reykjavík,Iceland,False,2020,10,11
43499,2020-10-11,Croatia,Sweden,2.0,1.0,UEFA,Zagreb,Croatia,False,2020,10,11
43500,2020-10-11,France,Portugal,0.0,0.0,UEFA,Paris,France,False,2020,10,11
43501,2020-10-11,Norway,Romania,4.0,0.0,UEFA,Oslo,Norway,False,2020,10,11
43502,2020-10-11,Northern Ireland,Austria,0.0,1.0,UEFA,Belfast,Northern Ireland,False,2020,10,11
43503,2020-10-11,Scotland,Slovakia,1.0,0.0,UEFA,Glasgow,Scotland,False,2020,10,11
43504,2020-10-11,Israel,Czech Republic,1.0,2.0,UEFA,Haifa,Israel,False,2020,10,11
43505,2020-10-11,Serbia,Hungary,0.0,1.0,UEFA,Belgrade,Serbia,False,2020,10,11
43506,2020-10-11,Russia,Turkey,1.0,1.0,UEFA,Moscow,Russia,False,2020,10,11
43507,2020-10-11,Republic of Ireland,Wales,0.0,0.0,UEFA,Dublin,Republic of Ireland,False,2020,10,11
43508,2020-10-11,Finland,Bulgaria,2.0,0.0,UEFA,Helsinki,Finland,False,2020,10,11
43509,2020-10-11,Armenia,Georgia,2.0,2.0,UEFA,Tychy,Poland,True,2020,10,11
43510,2020-10-11,Estonia,North Macedonia,3.0,3.0,UEFA,Tallinn,Estonia,False,2020,10,11
43511,2020-10-11,Kosovo,Slovenia,0.0,1.0,UEFA,Pristina,Kosovo,False,2020,10,11
43512,2020-10-11,Greece,Moldova,2.0,0.0,UEFA,Athens,Greece,False,2020,10,11
43513,2020-10-11,Kazakhstan,Albania,0.0,0.0,UEFA,Almaty,Kazakhstan,False,2020,10,11
43514,2020-10-11,Lithuania,Belarus,2.0,2.0,UEFA,Vilnius,Lithuania,False,2020,10,11
43524,2020-10-13,Germany,Switzerland,3.0,3.0,UEFA,Cologne,Germany,False,2020,10,13
43525,2020-10-13,Ukraine,Spain,1.0,0.0,UEFA,Kyiv,Ukraine,False,2020,10,13
43526,2020-10-13,Azerbaijan,Cyprus,0.0,0.0,UEFA,Elbasan,Albania,True,2020,10,13
43527,2020-10-13,Montenegro,Luxembourg,1.0,2.0,UEFA,Podgorica,Montenegro,False,2020,10,13
43528,2020-10-13,Latvia,Malta,0.0,1.0,UEFA,Riga,Latvia,False,2020,10,13
43529,2020-10-13,Faroe Islands,Andorra,2.0,0.0,UEFA,Tórshavn,Faroe Islands,False,2020,10,13
43530,2020-10-13,Liechtenstein,San Marino,0.0,0.0,UEFA,Vaduz,Liechtenstein,False,2020,10,13
43543,2020-10-14,Italy,Netherlands,1.0,1.0,UEFA,Bergamo,Italy,False,2020,10,14
43544,2020-10-14,Poland,Bosnia and Herzegovina,3.0,0.0,UEFA,Wrocław,Poland,False,2020,10,14
43545,2020-10-14,Iceland,Belgium,1.0,2.0,UEFA,Reykjavík,Iceland,False,2020,10,14
43546,2020-10-14,England,Denmark,0.0,1.0,UEFA,London,England,False,2020,10,14
43547,2020-10-14,Portugal,Sweden,3.0,0.0,UEFA,Lisbon,Portugal,False,2020,10,14
43548,2020-10-14,Croatia,France,1.0,2.0,UEFA,Zagreb,Croatia,False,2020,10,14
43549,2020-10-14,Norway,Northern Ireland,1.0,0.0,UEFA,Oslo,Norway,False,2020,10,14
43550,2020-10-14,Romania,Austria,0.0,1.0,UEFA,Ploiești,Romania,False,2020,10,14
43551,2020-10-14,Scotland,Czech Republic,1.0,0.0,UEFA,Glasgow,Scotland,False,2020,10,14
43552,2020-10-14,Slovakia,Israel,2.0,3.0,UEFA,Trnava,Slovakia,False,2020,10,14
43553,2020-10-14,Russia,Hungary,0.0,0.0,UEFA,Moscow,Russia,False,2020,10,14
43554,2020-10-14,Turkey,Serbia,2.0,2.0,UEFA,Istanbul,Turkey,False,2020,10,14
43555,2020-10-14,Finland,Republic of Ireland,1.0,0.0,UEFA,Helsinki,Finland,False,2020,10,14
43556,2020-10-14,Bulgaria,Wales,0.0,1.0,UEFA,Sofia,Bulgaria,False,2020,10,14
43557,2020-10-14,North Macedonia,Georgia,1.0,1.0,UEFA,Skopje,North Macedonia,False,2020,10,14
43558,2020-10-14,Estonia,Armenia,1.0,1.0,UEFA,Tallinn,Estonia,False,2020,10,14
43559,2020-10-14,Greece,Kosovo,0.0,0.0,UEFA,Athens,Greece,False,2020,10,14
43560,2020-10-14,Moldova,Slovenia,0.0,4.0,UEFA,Chișinău,Moldova,False,2020,10,14
43561,2020-10-14,Lithuania,Albania,0.0,0.0,UEFA,Vilnius,Lithuania,False,2020,10,14
43562,2020-10-14,Belarus,Kazakhstan,2.0,0.0,UEFA,Minsk,Belarus,False,2020,10,14
43625,2020-11-14,Portugal,France,0.0,1.0,UEFA,Lisbon,Portugal,False,2020,11,14
43626,2020-11-14,Sweden,Croatia,2.0,1.0,UEFA,Stockholm,Sweden,False,2020,11,14
43627,2020-11-14,Germany,Ukraine,3.0,1.0,UEFA,Leipzig,Germany,False,2020,11,14
43628,2020-11-14,Switzerland,Spain,1.0,1.0,UEFA,Basel,Switzerland,False,2020,11,14
43629,2020-11-14,Azerbaijan,Montenegro,0.0,0.0,UEFA,Zaprešić,Croatia,True,2020,11,14
43630,2020-11-14,Cyprus,Luxembourg,2.0,1.0,UEFA,Nicosia,Cyprus,False,2020,11,14
43631,2020-11-14,Malta,Andorra,3.0,1.0,UEFA,Ta' Qali,Malta,False,2020,11,14
43632,2020-11-14,Latvia,Faroe Islands,1.0,1.0,UEFA,Riga,Latvia,False,2020,11,14
43633,2020-11-14,San Marino,Gibraltar,0.0,0.0,UEFA,Serravalle,San Marino,False,2020,11,14
43639,2020-11-15,Netherlands,Bosnia and Herzegovina,3.0,1.0,UEFA,Amsterdam,Netherlands,False,2020,11,15
43640,2020-11-15,Italy,Poland,2.0,0.0,UEFA,Reggio Emilia,Italy,False,2020,11,15
43641,2020-11-15,Belgium,England,2.0,0.0,UEFA,Leuven,Belgium,False,2020,11,15
43642,2020-11-15,Denmark,Iceland,2.0,1.0,UEFA,Copenhagen,Denmark,False,2020,11,15
43643,2020-11-15,Austria,Northern Ireland,2.0,1.0,UEFA,Vienna,Austria,False,2020,11,15
43644,2020-11-15,Romania,Norway,3.0,0.0,UEFA,Bucharest,Romania,False,2020,11,15
43645,2020-11-15,Slovakia,Scotland,1.0,0.0,UEFA,Trnava,Slovakia,False,2020,11,15
43646,2020-11-15,Czech Republic,Israel,1.0,0.0,UEFA,Plzeň,Czech Republic,False,2020,11,15
43647,2020-11-15,Turkey,Russia,3.0,2.0,UEFA,Istanbul,Turkey,False,2020,11,15
43648,2020-11-15,Hungary,Serbia,1.0,1.0,UEFA,Budapest,Hungary,False,2020,11,15
43649,2020-11-15,Wales,Republic of Ireland,1.0,0.0,UEFA,Cardiff,Wales,False,2020,11,15
43650,2020-11-15,Bulgaria,Finland,1.0,2.0,UEFA,Sofia,Bulgaria,False,2020,11,15
43651,2020-11-15,North Macedonia,Estonia,2.0,1.0,UEFA,Skopje,North Macedonia,False,2020,11,15
43652,2020-11-15,Georgia,Armenia,1.0,2.0,UEFA,Tbilisi,Georgia,False,2020,11,15
43653,2020-11-15,Slovenia,Kosovo,2.0,1.0,UEFA,Ljubljana,Slovenia,False,2020,11,15
43654,2020-11-15,Moldova,Greece,0.0,2.0,UEFA,Chișinău,Moldova,False,2020,11,15
43655,2020-11-15,Albania,Kazakhstan,3.0,1.0,UEFA,Tirana,Albania,False,2020,11,15
43656,2020-11-15,Belarus,Lithuania,2.0,0.0,UEFA,Minsk,Belarus,False,2020,11,15
43675,2020-11-17,Croatia,Portugal,2.0,3.0,UEFA,Split,Croatia,False,2020,11,17
43676,2020-11-17,France,Sweden,4.0,2.0,UEFA,Paris,France,False,2020,11,17
43677,2020-11-17,Spain,Germany,6.0,0.0,UEFA,Seville,Spain,False,2020,11,17
43678,2020-11-17,Switzerland,Ukraine,3.0,0.0,UEFA,Lucerne,Switzerland,False,2020,11,17
43679,2020-11-17,Luxembourg,Azerbaijan,0.0,0.0,UEFA,Luxembourg,Luxembourg,False,2020,11,17
43680,2020-11-17,Montenegro,Cyprus,4.0,0.0,UEFA,Podgorica,Montenegro,False,2020,11,17
43681,2020-11-17,Andorra,Latvia,0.0,5.0,UEFA,Andorra la Vella,Andorra,False,2020,11,17
43682,2020-11-17,Malta,Faroe Islands,1.0,1.0,UEFA,Ta' Qali,Malta,False,2020,11,17
43683,2020-11-17,Gibraltar,Liechtenstein,1.0,1.0,UEFA,Gibraltar,Gibraltar,False,2020,11,17
43705,2020-11-18,Bosnia and Herzegovina,Italy,0.0,2.0,UEFA,Sarajevo,Bosnia and Herzegovina,False,2020,11,18
43706,2020-11-18,Poland,Netherlands,1.0,2.0,UEFA,Chorzów,Poland,False,2020,11,18
43707,2020-11-18,England,Iceland,4.0,0.0,UEFA,London,England,False,2020,11,18
43708,2020-11-18,Belgium,Denmark,4.0,2.0,UEFA,Leuven,Belgium,False,2020,11,18
43709,2020-11-18,Northern Ireland,Romania,1.0,1.0,UEFA,Belfast,Northern Ireland,False,2020,11,18
43710,2020-11-18,Austria,Norway,1.0,1.0,UEFA,Vienna,Austria,False,2020,11,18
43711,2020-11-18,Czech Republic,Slovakia,2.0,0.0,UEFA,Plzeň,Czech Republic,False,2020,11,18
43712,2020-11-18,Israel,Scotland,1.0,0.0,UEFA,Netanya,Israel,False,2020,11,18
43713,2020-11-18,Hungary,Turkey,2.0,0.0,UEFA,Budapest,Hungary,False,2020,11,18
43714,2020-11-18,Serbia,Russia,5.0,0.0,UEFA,Belgrade,Serbia,False,2020,11,18
43715,2020-11-18,Republic of Ireland,Bulgaria,0.0,0.0,UEFA,Dublin,Republic of Ireland,False,2020,11,18
43716,2020-11-18,Wales,Finland,3.0,1.0,UEFA,Cardiff,Wales,False,2020,11,18
43717,2020-11-18,Armenia,North Macedonia,1.0,0.0,UEFA,Nicosia,Cyprus,True,2020,11,18
43718,2020-11-18,Georgia,Estonia,0.0,0.0,UEFA,Tbilisi,Georgia,False,2020,11,18
43719,2020-11-18,Kosovo,Moldova,1.0,0.0,UEFA,Pristina,Kosovo,False,2020,11,18
43720,2020-11-18,Greece,Slovenia,0.0,0.0,UEFA,Athens,Greece,False,2020,11,18
43721,2020-11-18,Albania,Belarus,3.0,2.0,UEFA,Tirana,Albania,False,2020,11,18
43722,2020-11-18,Kazakhstan,Lithuania,1.0,2.0,UEFA,Almaty,Kazakhstan,False,2020,11,18
44100,2021-06-11,Italy,Turkey,3.0,0.0,EURO,Rome,Italy,False,2021,6,11
44109,2021-06-12,Wales,Switzerland,1.0,1.0,EURO,Cardiff,Wales,False,2021,6,12
44110,2021-06-12,Denmark,Finland,0.0,1.0,EURO,Copenhagen,Denmark,False,2021,6,12
44111,2021-06-12,Russia,Belgium,0.0,3.0,EURO,Saint Petersburg,Russia,False,2021,6,12
44115,2021-06-13,Austria,North Macedonia,3.0,1.0,EURO,Bucharest,Romania,True,2021,6,13
44116,2021-06-13,Netherlands,Ukraine,3.0,2.0,EURO,Amsterdam,Netherlands,False,2021,6,13
44117,2021-06-13,England,Croatia,1.0,0.0,EURO,London,England,False,2021,6,13
44118,2021-06-13,Brazil,Venezuela,3.0,0.0,COPA,Brasília,Brazil,False,2021,6,13
44119,2021-06-13,Colombia,Ecuador,1.0,0.0,COPA,Cuiabá,Brazil,True,2021,6,13
44121,2021-06-14,Scotland,Czech Republic,0.0,2.0,EURO,Glasgow,Scotland,False,2021,6,14
44122,2021-06-14,Poland,Slovakia,1.0,2.0,EURO,Saint Petersburg,Russia,True,2021,6,14
44123,2021-06-14,Spain,Sweden,0.0,0.0,EURO,Seville,Spain,False,2021,6,14
44124,2021-06-14,Argentina,Chile,1.0,1.0,COPA,Rio de Janeiro,Brazil,True,2021,6,14
44125,2021-06-14,Paraguay,Bolivia,3.0,1.0,COPA,Goiânia,Brazil,True,2021,6,14
44144,2021-06-15,Hungary,Portugal,0.0,3.0,EURO,Budapest,Hungary,False,2021,6,15
44145,2021-06-15,Germany,France,0.0,1.0,EURO,Munich,Germany,False,2021,6,15
44148,2021-06-16,Turkey,Wales,0.0,2.0,EURO,Baku,Azerbaijan,True,2021,6,16
44149,2021-06-16,Italy,Switzerland,3.0,0.0,EURO,Rome,Italy,False,2021,6,16
44150,2021-06-16,Russia,Finland,1.0,0.0,EURO,Saint Petersburg,Russia,False,2021,6,16
44151,2021-06-17,Denmark,Belgium,1.0,2.0,EURO,Copenhagen,Denmark,False,2021,6,17
44152,2021-06-17,Ukraine,North Macedonia,2.0,1.0,EURO,Bucharest,Romania,True,2021,6,17
44153,2021-06-17,Netherlands,Austria,2.0,0.0,EURO,Amsterdam,Netherlands,False,2021,6,17
44154,2021-06-17,Colombia,Venezuela,0.0,0.0,COPA,Goiânia,Brazil,True,2021,6,17
44155,2021-06-17,Brazil,Peru,4.0,0.0,COPA,Rio de Janeiro,Brazil,False,2021,6,17
44157,2021-06-18,Croatia,Czech Republic,1.0,1.0,EURO,Glasgow,Scotland,True,2021,6,18
44158,2021-06-18,England,Scotland,0.0,0.0,EURO,London,England,False,2021,6,18
44159,2021-06-18,Sweden,Slovakia,1.0,0.0,EURO,Saint Petersburg,Russia,True,2021,6,18
44160,2021-06-18,Chile,Bolivia,1.0,0.0,COPA,Cuiabá,Brazil,True,2021,6,18
44161,2021-06-18,Argentina,Uruguay,1.0,0.0,COPA,Brasília,Brazil,True,2021,6,18
44162,2021-06-19,Spain,Poland,1.0,1.0,EURO,Seville,Spain,False,2021,6,19
44163,2021-06-19,Hungary,France,1.0,1.0,EURO,Budapest,Hungary,False,2021,6,19
44164,2021-06-19,Germany,Portugal,4.0,2.0,EURO,Munich,Germany,False,2021,6,19
44166,2021-06-20,Italy,Wales,1.0,0.0,EURO,Rome,Italy,False,2021,6,20
44167,2021-06-20,Switzerland,Turkey,3.0,1.0,EURO,Baku,Azerbaijan,True,2021,6,20
44168,2021-06-20,Venezuela,Ecuador,2.0,2.0,COPA,Rio de Janeiro,Brazil,True,2021,6,20
44169,2021-06-20,Colombia,Peru,1.0,2.0,COPA,Goiânia,Brazil,True,2021,6,20
44171,2021-06-21,Denmark,Russia,4.0,1.0,EURO,Copenhagen,Denmark,False,2021,6,21
44172,2021-06-21,Finland,Belgium,0.0,2.0,EURO,Saint Petersburg,Russia,True,2021,6,21
44173,2021-06-21,Netherlands,North Macedonia,3.0,0.0,EURO,Amsterdam,Netherlands,False,2021,6,21
44174,2021-06-21,Ukraine,Austria,0.0,1.0,EURO,Bucharest,Romania,True,2021,6,21
44175,2021-06-21,Uruguay,Chile,1.0,1.0,COPA,Cuiabá,Brazil,True,2021,6,21
44176,2021-06-21,Argentina,Paraguay,1.0,0.0,COPA,Brasília,Brazil,True,2021,6,21
44177,2021-06-22,Scotland,Croatia,1.0,3.0,EURO,Glasgow,Scotland,False,2021,6,22
44178,2021-06-22,England,Czech Republic,1.0,0.0,EURO,London,England,False,2021,6,22
44180,2021-06-23,Spain,Slovakia,5.0,0.0,EURO,Seville,Spain,False,2021,6,23
44181,2021-06-23,Sweden,Poland,3.0,2.0,EURO,Saint Petersburg,Russia,True,2021,6,23
44182,2021-06-23,Germany,Hungary,2.0,2.0,EURO,Munich,Germany,False,2021,6,23
44183,2021-06-23,Portugal,France,2.0,2.0,EURO,Budapest,Hungary,True,2021,6,23
44184,2021-06-23,Ecuador,Peru,2.0,2.0,COPA,Goiânia,Brazil,True,2021,6,23
44185,2021-06-23,Brazil,Colombia,2.0,1.0,COPA,Rio de Janeiro,Brazil,False,2021,6,23
44187,2021-06-24,Bolivia,Uruguay,0.0,2.0,COPA,Cuiabá,Brazil,True,2021,6,24
44188,2021-06-24,Chile,Paraguay,0.0,2.0,COPA,Brasília,Brazil,True,2021,6,24
44191,2021-06-26,Italy,Austria,2.0,1.0,EURO,London,England,True,2021,6,26
44192,2021-06-26,Wales,Denmark,0.0,4.0,EURO,Amsterdam,Netherlands,True,2021,6,26
44193,2021-06-27,Netherlands,Czech Republic,0.0,2.0,EURO,Budapest,Hungary,True,2021,6,27
44194,2021-06-27,Belgium,Portugal,1.0,0.0,EURO,Seville,Spain,True,2021,6,27
44195,2021-06-27,Brazil,Ecuador,1.0,1.0,COPA,Goiânia,Brazil,False,2021,6,27
44196,2021-06-27,Venezuela,Peru,0.0,1.0,COPA,Brasília,Brazil,True,2021,6,27
44198,2021-06-28,Croatia,Spain,3.0,5.0,EURO,Copenhagen,Denmark,True,2021,6,28
44199,2021-06-28,France,Switzerland,3.0,3.0,EURO,Bucharest,Romania,True,2021,6,28
44200,2021-06-28,Argentina,Bolivia,4.0,1.0,COPA,Cuiabá,Brazil,True,2021,6,28
44201,2021-06-28,Uruguay,Paraguay,1.0,0.0,COPA,Rio de Janeiro,Brazil,True,2021,6,28
44202,2021-06-29,England,Germany,2.0,0.0,EURO,London,England,False,2021,6,29
44203,2021-06-29,Sweden,Ukraine,1.0,2.0,EURO,Glasgow,Scotland,True,2021,6,29
44205,2021-07-02,Switzerland,Spain,1.0,1.0,EURO,Saint Petersburg,Russia,True,2021,7,2
44206,2021-07-02,Belgium,Italy,1.0,2.0,EURO,Munich,Germany,True,2021,7,2
44207,2021-07-02,Peru,Paraguay,3.0,3.0,COPA,Goiânia,Brazil,True,2021,7,2
44208,2021-07-02,Brazil,Chile,1.0,0.0,COPA,Rio de Janeiro,Brazil,False,2021,7,2
44212,2021-07-03,Czech Republic,Denmark,1.0,2.0,EURO,Baku,Azerbaijan,True,2021,7,3
44213,2021-07-03,Ukraine,England,0.0,4.0,EURO,Rome,Italy,True,2021,7,3
44215,2021-07-03,Uruguay,Colombia,0.0,0.0,COPA,Brasília,Brazil,True,2021,7,3
44216,2021-07-03,Argentina,Ecuador,3.0,0.0,COPA,Goiânia,Brazil,True,2021,7,3
44221,2021-07-05,Brazil,Peru,1.0,0.0,COPA,Rio de Janeiro,Brazil,False,2021,7,5
44222,2021-07-06,Argentina,Colombia,1.0,1.0,COPA,Brasília,Brazil,True,2021,7,6
44223,2021-07-06,Italy,Spain,1.0,1.0,EURO,London,England,True,2021,7,6
44229,2021-07-07,England,Denmark,2.0,1.0,EURO,London,England,False,2021,7,7
44234,2021-07-09,Peru,Colombia,2.0,3.0,COPA,Brasília,Brazil,True,2021,7,9
44237,2021-07-10,Brazil,Argentina,0.0,1.0,COPA,Rio de Janeiro,Brazil,False,2021,7,10
44241,2021-07-11,England,Italy,1.0,1.0,EURO,London,England,False,2021,7,11
44476,2021-10-06,Italy,Spain,1.0,2.0,UEFA,Milan,Italy,False,2021,10,6
44503,2021-10-07,Belgium,France,2.0,3.0,UEFA,Turin,Italy,True,2021,10,7
44565,2021-10-10,Italy,Belgium,2.0,1.0,UEFA,Turin,Italy,False,2021,10,10
44566,2021-10-10,Spain,France,1.0,2.0,UEFA,Milan,Italy,True,2021,10,10
44847,2022-01-09,Cameroon,Burkina Faso,2.0,1.0,AFCON,Yaoundé,Cameroon,False,2022,1,9
44848,2022-01-09,Ethiopia,Cape Verde,0.0,1.0,AFCON,Yaoundé,Cameroon,True,2022,1,9
44849,2022-01-10,Senegal,Zimbabwe,1.0,0.0,AFCON,Bafoussam,Cameroon,True,2022,1,10
44850,2022-01-10,Guinea,Malawi,1.0,0.0,AFCON,Bafoussam,Cameroon,True,2022,1,10
44851,2022-01-10,Morocco,Ghana,1.0,0.0,AFCON,Yaoundé,Cameroon,True,2022,1,10
44852,2022-01-10,Comoros,Gabon,0.0,1.0,AFCON,Yaoundé,Cameroon,True,2022,1,10
44853,2022-01-11,Nigeria,Egypt,1.0,0.0,AFCON,Garoua,Cameroon,True,2022,1,11
44854,2022-01-11,Sudan,Guinea-Bissau,0.0,0.0,AFCON,Garoua,Cameroon,True,2022,1,11
44855,2022-01-11,Algeria,Sierra Leone,0.0,0.0,AFCON,Douala,Cameroon,True,2022,1,11
44857,2022-01-12,Equatorial Guinea,Ivory Coast,0.0,1.0,AFCON,Douala,Cameroon,True,2022,1,12
44858,2022-01-12,Tunisia,Mali,0.0,1.0,AFCON,Limbé,Cameroon,True,2022,1,12
44859,2022-01-12,Mauritania,Gambia,0.0,1.0,AFCON,Limbé,Cameroon,True,2022,1,12
44860,2022-01-13,Cameroon,Ethiopia,4.0,1.0,AFCON,Yaoundé,Cameroon,False,2022,1,13
44861,2022-01-13,Cape Verde,Burkina Faso,0.0,1.0,AFCON,Yaoundé,Cameroon,True,2022,1,13
44862,2022-01-14,Senegal,Guinea,0.0,0.0,AFCON,Bafoussam,Cameroon,True,2022,1,14
44863,2022-01-14,Malawi,Zimbabwe,2.0,1.0,AFCON,Bafoussam,Cameroon,True,2022,1,14
44864,2022-01-14,Morocco,Comoros,2.0,0.0,AFCON,Yaoundé,Cameroon,True,2022,1,14
44865,2022-01-14,Gabon,Ghana,1.0,1.0,AFCON,Yaoundé,Cameroon,True,2022,1,14
44867,2022-01-15,Nigeria,Sudan,3.0,1.0,AFCON,Garoua,Cameroon,True,2022,1,15
44868,2022-01-15,Guinea-Bissau,Egypt,0.0,1.0,AFCON,Garoua,Cameroon,True,2022,1,15
44871,2022-01-16,Ivory Coast,Sierra Leone,2.0,2.0,AFCON,Douala,Cameroon,True,2022,1,16
44872,2022-01-16,Algeria,Equatorial Guinea,0.0,1.0,AFCON,Douala,Cameroon,True,2022,1,16
44873,2022-01-16,Gambia,Mali,1.0,1.0,AFCON,Limbé,Cameroon,True,2022,1,16
44874,2022-01-16,Tunisia,Mauritania,4.0,0.0,AFCON,Limbé,Cameroon,True,2022,1,16
44875,2022-01-17,Burkina Faso,Ethiopia,1.0,1.0,AFCON,Bafoussam,Cameroon,True,2022,1,17
44876,2022-01-17,Cameroon,Cape Verde,1.0,1.0,AFCON,Yaoundé,Cameroon,False,2022,1,17
44878,2022-01-18,Malawi,Senegal,0.0,0.0,AFCON,Bafoussam,Cameroon,True,2022,1,18
44879,2022-01-18,Zimbabwe,Guinea,2.0,1.0,AFCON,Yaoundé,Cameroon,True,2022,1,18
44880,2022-01-18,Gabon,Morocco,2.0,2.0,AFCON,Yaoundé,Cameroon,True,2022,1,18
